Drilling UID,Time (µs),T°,RPM,Spindle Amps (%),Spindle Cmd (%),Feed Pos. (µm),Feed Amps (%),Feed Cmd (%),Clamp Pos. (µm),Clamp Amps (%),Clamp Cmd (%)
H22,6235000,48,2439,8.90,47.68,8023,3.50,0.55,-6726,27.00,1.34
H22,6240000,48,2420,14.10,48.59,8010,0.00,0.95,-6726,26.80,1.34
H22,6245000,48,2439,3.40,47.36,8016,13.20,1.51,-6726,27.70,1.34
H22,6250000,48,2402,7.30,46.02,8054,2.90,1.58,-6726,27.30,1.34
H22,6255000,48,2380,15.40,47.92,8120,2.30,1.54,-6726,26.90,1.34
H22,6260000,48,2420,7.10,47.79,8175,0.70,1.48,-6726,27.60,1.34
H22,6265000,48,2363,14.20,49.82,8231,0.00,0.98,-6726,27.10,1.34
H22,6270000,48,2363,20.10,50.09,8279,0.00,-0.07,-6726,26.60,1.34
H22,6275000,48,2346,26.20,51.38,8299,0.00,-0.80,-6726,26.30,1.34
H22,6280000,48,2363,21.30,50.08,8297,3.40,-1.53,-6726,26.60,1.34
H22,6285000,48,2402,13.90,48.12,8260,0.20,-1.40,-6726,26.90,1.34
H22,6290000,48,2420,16.20,49.19,8207,0.00,-0.95,-6726,26.50,1.34
H22,6295000,48,2457,4.70,47.01,8153,0.00,-0.50,-6726,27.40,1.34
H22,6300000,48,2439,5.80,48.44,8114,0.30,0.46,-6726,27.60,1.34
H22,6305000,48,2420,13.70,47.43,8096,18.80,1.59,-6726,27.20,1.34
H22,6310000,48,2420,8.10,47.29,8121,19.10,1.83,-6726,27.50,1.34
H22,6315000,48,2402,12.20,48.10,8177,2.90,1.57,-6726,27.30,1.34
H22,6320000,48,2402,13.30,49.29,8239,0.00,1.32,-6726,27.00,1.34
H22,6325000,48,2402,8.80,46.89,8297,0.00,01.04,-6726,27.40,1.34
H22,6330000,48,2380,13.90,47.91,8340,0.00,0.78,-6726,27.10,1.34
H22,6335000,48,2346,22.00,50.15,8372,0.00,0.03,-6726,26.80,1.34
H22,6340000,48,2308,34.60,51.74,8394,1.60,-1.07,-6726,26.10,1.34
H22,6345000,48,2402,15.10,49.23,8380,7.50,-1.77,-6726,26.70,1.34
H22,6350000,48,2402,18.00,47.89,8331,0.00,-1.39,-6726,27.00,1.34
H22,6355000,48,2402,19.30,48.94,8271,0.00,-0.62,-6726,26.90,1.34
H22,6360000,48,2439,3.80,46.83,8217,5.30,0.44,-6726,28.10,1.34
H22,6365000,48,2420,11.10,48.50,8198,0.00,0.98,-6726,27.20,1.34
H22,6370000,48,2402,14.70,48.37,8208,0.00,1.28,-6726,27.00,1.34
H22,6375000,48,2420,7.70,47.24,8239,0.00,1.57,-6726,27.80,1.34
H22,6380000,48,2402,8.60,46.98,8298,4.10,1.71,-6726,27.60,1.34
H22,6385000,48,2402,9.60,47.92,8357,3.50,1.57,-6726,27.50,1.34
H22,6390000,48,2363,19.40,50.12,8419,0.00,0.84,-6726,26.60,1.34
H22,6395000,48,2402,14.20,48.17,8469,0.00,-0.08,-6726,27.20,1.34
H22,6400000,48,2328,44.70,52.08,8486,0.00,-0.66,-6726,26.20,1.34
H22,6405000,48,2328,49.70,52.87,8481,0.60,-1.24,-6726,25.40,1.34
H22,6410000,48,2420,8.30,46.37,8455,3.50,-1.53,-6726,27.50,1.34
H22,6415000,48,2402,19.00,49.03,8404,0.00,-1.12,-6726,26.50,1.34
H22,6420000,48,2439,21.50,47.96,8347,0.00,-0.58,-6726,26.60,1.34
H22,6425000,48,2457,8.00,47.74,8308,4.80,0.27,-6726,27.30,1.34
H22,6430000,48,2420,7.10,47.34,8286,20.50,1.45,-6726,27.60,1.34
H22,6435000,48,2439,10.90,46.38,8307,19.00,1.74,-6726,27.70,1.34
H22,6440000,48,2402,13.90,48.21,8358,4.20,1.63,-6726,27.00,1.34
H22,6445000,48,2420,6.00,47.14,8421,0.00,1.35,-6726,27.40,1.34
H22,6450000,48,2402,11.40,46.86,8478,0.00,1.19,-6726,27.30,1.34
H22,6455000,48,2363,30.20,49.03,8521,0.00,0.96,-6726,26.20,1.34
H22,6460000,48,2363,26.80,49.43,8566,0.00,-0.03,-6726,26.70,1.34
H22,6465000,48,2328,43.90,51.63,8585,1.40,-1.12,-6726,26.50,1.34
H22,6470000,48,2363,37.80,50.25,8571,6.10,-1.69,-6726,26.50,1.34
H22,6475000,48,2420,9.30,48.12,8522,0.00,-1.38,-6726,27.40,1.34
H22,6480000,48,2402,8.10,46.78,8472,0.00,-0.95,-6726,27.40,1.34
H22,6485000,48,2439,9.80,46.82,8420,0.00,0.04,-6726,27.40,1.34
H22,6490000,48,2402,15.60,48.64,8383,2.80,1.12,-6726,27.00,1.34
H22,6495000,48,2439,8.70,47.70,8387,7.70,1.47,-6726,27.10,1.34
H22,6500000,48,2420,3.20,47.34,8426,0.80,1.43,-6726,27.70,1.34
H22,6505000,48,2380,15.90,48.09,8480,0.60,1.73,-6726,26.80,1.34
H22,6510000,48,2420,6.90,46.25,8538,0.60,1.67,-6726,27.30,1.34
H22,6515000,48,2380,17.00,49.20,8604,0.00,0.82,-6726,26.40,1.34
H22,6520000,48,2363,19.90,50.26,8655,0.00,-0.13,-6726,26.90,1.34
H22,6525000,48,2363,23.10,51.52,8675,0.00,-0.69,-6726,26.80,1.34
H22,6530000,48,2380,20.40,50.03,8677,1.20,-1.44,-6726,26.40,1.34
H22,6535000,48,2380,15.70,50.07,8647,0.60,-1.53,-6726,26.90,1.34
H22,6540000,48,2380,17.90,48.98,8592,0.00,-0.95,-6726,26.80,1.34
H22,6545000,48,2457,9.80,47.08,8527,0.30,-0.19,-6726,27.10,1.34
H22,6550000,48,2420,7.70,47.62,8496,0.00,0.38,-6726,27.50,1.34
H22,6555000,48,2420,13.90,48.45,8478,0.10,1.19,-6726,27.00,1.34
H22,6560000,48,2439,7.80,47.49,8492,3.50,1.75,-6726,27.20,1.34
H22,6565000,48,2420,15.00,49.42,8540,0.10,1.68,-6726,26.50,1.34
H22,6570000,48,2380,13.80,49.27,8604,0.00,1.34,-6726,27.30,1.34
H22,6575000,48,2402,9.00,48.06,8659,0.00,1.27,-6726,27.50,1.34
H22,6580000,48,2402,10.10,46.87,8706,0.00,0.92,-6726,27.60,1.34
H22,6585000,48,2363,19.60,49.12,8758,1.80,-0.14,-6726,26.80,1.34
H22,6590000,48,2328,29.40,50.50,8770,0.10,-0.92,-6726,26.00,1.34
H22,6595000,48,2402,13.80,48.90,8754,1.70,-1.37,-6726,27.00,1.34
H22,6600000,48,2420,10.00,47.53,8715,1.70,-1.40,-6726,27.40,1.34
H22,6605000,48,2380,21.70,47.35,8671,0.00,-1.24,-6726,26.90,1.34
H22,6610000,48,2439,11.50,46.52,8627,0.00,-0.64,-6726,27.30,1.34
H22,6615000,48,2402,15.90,48.20,8583,5.60,0.68,-6726,27.20,1.34
H22,6620000,48,2420,15.50,49.31,8567,22.80,1.71,-6726,26.90,1.34
H22,6625000,48,2420,7.80,47.16,8613,3.10,1.62,-6726,27.50,1.34
H22,6630000,48,2420,7.60,46.79,8665,1.70,1.64,-6726,27.70,1.34
H22,6635000,48,2380,14.10,47.69,8725,0.70,1.48,-6726,27.60,1.34
H22,6640000,48,2363,18.00,50.09,8786,0.00,0.91,-6726,26.80,1.34
H22,6645000,48,2402,8.60,48.03,8833,0.00,0.24,-6726,27.40,1.34
H22,6650000,48,2380,21.30,49.09,8863,0.10,-0.70,-6726,26.70,1.34
H22,6655000,48,2363,37.10,50.38,8872,5.80,-1.59,-6726,25.80,1.34
H22,6660000,48,2402,12.50,47.52,8842,2.70,-1.64,-6726,27.30,1.34
H22,6665000,48,2380,14.40,47.49,8787,0.00,-1.08,-6726,27.50,1.34
H22,6670000,48,2402,15.80,48.33,8717,0.00,-0.17,-6726,27.10,1.34
H22,6675000,48,2439,9.60,47.27,8680,0.80,0.49,-6726,27.30,1.34
H22,6680000,48,2420,4.60,46.90,8671,0.50,0.98,-6726,27.40,1.34
H22,6685000,48,2402,11.10,49.04,8680,10.40,1.63,-6726,27.50,1.34
H22,6690000,48,2420,12.60,48.09,8725,0.20,1.59,-6726,26.90,1.34
H22,6695000,48,2420,6.70,46.97,8782,0.00,1.53,-6726,27.60,1.34
H22,6700000,48,2402,7.30,47.68,8838,0.00,1.40,-6726,27.40,1.34
H22,6705000,48,2380,16.90,48.79,8895,0.00,0.77,-6726,26.70,1.34
H22,6710000,48,2380,17.00,46.87,8948,0.90,-0.26,-6726,27.00,1.34
H22,6715000,48,2346,33.20,49.14,8961,0.10,-0.96,-6726,26.40,1.34
H22,6720000,48,2363,18.00,49.50,8951,3.40,-1.59,-6726,26.90,1.34
H22,6725000,48,2439,4.80,46.44,8903,0.00,-1.20,-6726,27.90,1.34
H22,6730000,48,2402,5.60,46.94,8850,0.00,-0.77,-6726,27.90,1.34
H22,6735000,48,2380,10.90,47.79,8808,0.00,-0.30,-6726,27.30,1.34
H22,6740000,48,2420,12.90,47.13,8771,0.00,0.71,-6726,27.00,1.34
H22,6745000,48,2457,6.70,47.01,8755,5.80,1.67,-6726,27.40,1.34
H22,6750000,48,2439,7.50,47.72,8784,2.80,1.77,-6726,27.40,1.34
H22,6755000,48,2402,11.20,46.65,8849,0.30,1.60,-6726,27.30,1.34
H22,6760000,48,2402,9.60,45.66,8914,0.00,1.27,-6726,27.30,1.34
H22,6765000,48,2402,14.80,48.83,8970,0.00,0.97,-6726,27.20,1.34
H22,6770000,48,2380,18.60,48.89,9014,0.00,0.47,-6726,27.00,1.34
H22,6775000,48,2380,15.40,49.01,9047,2.50,-0.52,-6726,27.30,1.34
H22,6780000,48,2380,18.00,49.15,9057,5.70,-1.38,-6726,26.80,1.34
H22,6785000,48,2380,18.50,49.32,9034,5.60,-1.63,-6726,26.70,1.34
H22,6790000,48,2380,17.60,48.34,8984,0.00,-1.25,-6726,26.80,1.34
H22,6795000,48,2420,6.20,47.51,8918,0.00,-0.53,-6726,27.80,1.34
H22,6800000,48,2439,6.90,47.05,8870,5.00,0.49,-6726,27.80,1.34
H22,6805000,48,2420,9.70,47.83,8854,3.50,1.13,-6726,27.40,1.34
H22,6810000,48,2420,8.30,46.73,8874,2.60,1.26,-6726,27.30,1.34
H22,6815000,48,2402,15.50,48.90,8910,1.80,1.58,-6726,26.70,1.34
H22,6820000,48,2420,12.90,48.99,8957,4.00,1.83,-6726,27.20,1.34
H22,6825000,48,2420,7.80,47.73,9018,0.00,1.50,-6726,27.60,1.34
H22,6830000,48,2420,7.80,47.42,9084,0.00,0.56,-6726,27.70,1.34
H22,6835000,48,2363,18.40,48.57,9136,3.10,-0.49,-6726,27.00,1.34
H22,6840000,48,2328,30.30,50.98,9151,0.00,-0.99,-6726,26.60,1.34
H22,6845000,48,2380,12.00,46.51,9134,0.00,-1.28,-6726,27.40,1.34
H22,6850000,48,2420,4.90,47.16,9102,3.90,-1.49,-6726,27.70,1.34
H22,6855000,48,2402,14.30,47.98,9051,0.00,-1.10,-6726,27.30,1.34
H22,6860000,48,2420,8.20,47.04,9007,0.00,-0.65,-6726,27.40,1.34
H22,6865000,48,2380,18.00,47.79,8968,0.30,0.35,-6726,26.90,1.34
H22,6870000,48,2420,11.50,49.11,8948,4.00,1.39,-6726,27.40,1.34
H22,6875000,48,2420,9.40,47.77,8967,11.40,1.72,-6726,27.30,1.34
H22,6880000,48,2420,6.00,46.56,9031,3.80,1.58,-6726,27.70,1.34
H22,6885000,48,2380,14.30,47.34,9093,0.00,1.35,-6726,27.10,1.34
H22,6890000,48,2380,15.90,48.75,9148,0.00,1.11,-6726,26.90,1.34
H22,6895000,48,2402,7.30,47.79,9192,0.00,0.74,-6726,27.40,1.34
H22,6900000,48,2380,15.30,48.73,9231,0.00,-0.38,-6726,26.90,1.34
H22,6905000,48,2346,34.30,50.87,9247,1.00,-1.38,-6726,26.60,1.34
H22,6910000,48,2380,16.20,47.31,9226,1.60,-1.64,-6726,27.00,1.34
H22,6915000,48,2402,14.50,47.21,9176,0.00,-1.28,-6726,27.30,1.34
H22,6920000,48,2380,16.60,48.39,9114,0.00,-0.71,-6726,27.40,1.34
H22,6925000,48,2402,6.50,48.03,9065,0.90,0.23,-6726,28.00,1.34
H22,6930000,48,2402,4.20,47.72,9040,0.30,1.15,-6726,27.70,1.34
H22,6935000,48,2420,9.10,46.52,9054,0.60,1.41,-6726,27.40,1.34
H22,6940000,48,2402,14.60,47.84,9093,0.00,1.52,-6726,26.80,1.34
H22,6945000,48,2439,4.10,46.92,9142,1.90,1.71,-6726,27.80,1.34
H22,6950000,48,2439,5.40,47.46,9201,0.00,1.50,-6726,27.60,1.34
H22,6955000,48,2380,12.70,48.54,9266,0.00,0.67,-6726,27.30,1.34
H22,6960000,48,2380,17.80,47.49,9326,8.30,-0.39,-6726,27.00,1.34
H22,6965000,48,2363,33.40,49.80,9336,0.10,-0.85,-6726,26.70,1.34
H22,6970000,48,2363,23.30,50.52,9327,2.10,-1.38,-6726,26.60,1.34
H22,6975000,48,2420,5.70,47.35,9290,0.80,-1.35,-6726,27.60,1.34
H22,6980000,48,2420,5.50,47.02,9242,0.00,-1.07,-6726,27.90,1.34
H22,6985000,48,2380,12.10,46.76,9197,0.00,-0.67,-6726,26.90,1.34
H22,6990000,48,2380,13.90,48.03,9165,0.00,0.02,-6726,27.10,1.34
H22,6995000,48,2420,5.60,47.07,9140,5.90,1.23,-6726,28.00,1.34
H22,7000000,48,2457,6.20,47.89,9158,18.40,1.80,-6726,27.80,1.34
H22,7005000,48,2420,8.30,47.56,9209,4.10,1.74,-6726,27.10,1.34
H22,7010000,48,2420,10.10,47.50,9277,0.30,1.31,-6726,27.50,1.34
H22,7015000,48,2402,15.70,47.58,9336,0.00,0.97,-6726,27.10,1.34
H22,7020000,48,2402,17.10,48.88,9387,0.00,0.29,-6726,26.90,1.34
H22,7025000,48,2380,18.10,48.95,9428,0.60,-0.74,-6726,27.00,1.34
H22,7030000,48,2380,18.10,49.07,9431,0.00,-1.14,-6726,27.20,1.34
H22,7035000,48,2363,18.80,50.16,9407,1.30,-1.37,-6726,27.10,1.34
H22,7040000,48,2363,20.30,48.26,9373,1.30,-1.50,-6726,27.10,1.34
H22,7045000,48,2420,6.00,46.57,9317,0.00,-1.19,-6726,27.70,1.34
H22,7050000,48,2402,5.90,48.23,9267,0.00,-0.29,-6726,28.00,1.34
H22,7055000,48,2439,9.40,47.84,9230,2.00,0.95,-6726,27.50,1.34
H22,7060000,48,2420,6.70,46.77,9235,7.00,1.52,-6726,27.60,1.34
H22,7065000,48,2420,15.30,46.82,9276,0.00,1.50,-6726,27.10,1.34
H22,7070000,48,2439,10.80,45.91,9324,0.00,1.67,-6726,27.30,1.34
H22,7075000,48,2439,6.20,46.68,9383,0.00,1.47,-6726,27.60,1.34
H22,7080000,48,2420,7.30,46.48,9447,0.00,0.74,-6726,27.80,1.34
H22,7085000,48,2363,20.20,48.50,9507,0.90,-0.23,-6726,27.20,1.34
H22,7090000,48,2328,36.10,49.88,9527,0.30,-0.94,-6726,26.60,1.34
H22,7095000,48,2420,14.60,46.25,9525,6.80,-1.65,-6726,27.20,1.34
H22,7100000,48,2402,8.20,48.08,9484,0.00,-1.42,-6726,27.60,1.34
H22,7105000,48,2402,13.40,49.19,9426,0.00,-0.77,-6726,27.10,1.34
H22,7110000,48,2420,8.10,47.01,9370,0.00,0.02,-6726,27.60,1.34
H22,7115000,48,2363,18.10,49.84,9341,0.00,0.38,-6726,26.70,1.34
H22,7120000,48,2402,10.40,46.98,9330,0.00,01.06,-6726,27.50,1.34
H22,7125000,48,2439,7.00,46.84,9342,4.90,1.80,-6726,27.50,1.34
H22,7130000,48,2439,4.70,47.58,9395,0.60,1.62,-6726,27.60,1.34
H22,7135000,48,2420,14.40,48.53,9460,0.00,1.29,-6726,27.50,1.34
H22,7140000,48,2380,15.50,48.72,9514,0.00,1.19,-6726,26.90,1.34
H22,7145000,48,2439,5.50,46.86,9564,0.00,0.62,-6726,27.60,1.34
H22,7150000,48,2402,13.30,48.77,9607,4.50,-0.38,-6726,27.40,1.34
H22,7155000,48,2363,23.50,49.91,9616,0.00,-0.98,-6726,26.90,1.34
H22,7160000,48,2420,12.70,48.12,9603,3.00,-1.45,-6726,27.20,1.34
H22,7165000,48,2402,17.60,50.02,9560,0.00,-1.27,-6726,26.90,1.34
H22,7170000,48,2402,12.90,47.17,9509,0.00,-1.19,-6726,27.20,1.34
H22,7175000,48,2420,8.90,47.15,9470,0.00,-0.77,-6726,27.50,1.34
H22,7180000,48,2420,3.40,47.66,9433,5.60,0.47,-6726,27.60,1.34
H22,7185000,48,2380,11.90,48.65,9416,22.50,1.68,-6726,27.70,1.34
H22,7190000,48,2346,15.70,48.75,9451,13.20,1.77,-6726,27.10,1.34
H22,7195000,48,2457,3.90,45.01,9507,4.10,1.63,-6726,27.60,1.34
H22,7200000,48,2439,5.00,46.59,9572,0.00,1.24,-6726,27.80,1.34
H22,7205000,48,2402,10.50,48.52,9632,0.00,0.78,-6726,27.70,1.34
H22,7210000,48,2402,9.20,48.52,9686,0.00,0.07,-6726,27.70,1.34
H22,7215000,48,2363,18.80,48.60,9717,1.70,-0.96,-6726,27.20,1.34
H22,7220000,48,2420,12.20,46.83,9712,4.00,-1.50,-6726,27.20,1.34
H22,7225000,48,2402,6.70,47.66,9677,3.20,-1.51,-6726,28.00,1.34
H22,7230000,48,2420,7.00,46.51,9628,0.00,-1.20,-6726,27.60,1.34
H22,7235000,48,2363,11.80,49.35,9575,0.00,-0.52,-6726,27.10,1.34
H22,7240000,48,2363,16.80,48.66,9529,0.90,0.46,-6726,27.20,1.34
H22,7245000,48,2420,4.70,45.78,9518,0.00,0.92,-6726,27.70,1.34
H22,7250000,48,2439,6.10,47.36,9534,4.20,1.45,-6726,27.70,1.34
H22,7255000,48,2420,7.70,48.46,9579,2.10,1.55,-6726,27.70,1.34
H22,7260000,48,2402,9.60,47.22,9631,0.30,1.68,-6726,27.60,1.34
H22,7265000,48,2380,16.80,48.45,9689,0.00,1.43,-6726,27.50,1.34
H22,7270000,48,2420,14.10,47.62,9753,0.00,0.47,-6726,27.20,1.34
H22,7275000,48,2457,5.50,47.59,9800,1.10,-0.63,-6726,27.90,1.34
H22,7280000,48,2402,6.40,47.13,9812,0.00,-1.21,-6726,27.90,1.34
H22,7285000,48,2380,12.40,48.18,9791,0.00,-1.37,-6726,27.60,1.34
H22,7290000,48,2346,22.20,50.29,9749,0.00,-1.21,-6726,27.10,1.34
H22,7295000,48,2420,6.60,44.69,9694,0.40,-0.97,-6726,27.80,1.34
H22,7300000,48,2402,4.80,47.36,9662,0.10,-0.85,-6726,27.90,1.34
H22,7305000,48,2380,10.70,48.20,9632,0.00,-0.00,-6726,27.70,1.34
H22,7310000,48,2402,6.80,46.12,9613,0.00,1.31,-6726,28.00,1.34
H22,7315000,48,2346,21.10,46.97,9628,2.00,02.01,-6726,27.10,1.34
H22,7320000,48,2420,10.30,46.41,9686,0.00,1.73,-6726,27.40,1.34
H22,7325000,48,2439,4.40,47.38,9757,0.00,1.12,-6726,27.80,1.34
H22,7330000,48,2420,6.60,47.02,9820,0.00,0.61,-6726,27.60,1.34
H22,7335000,48,2380,10.90,48.07,9873,2.70,-0.27,-6726,27.40,1.34
H22,7340000,48,2346,28.60,51.11,9906,2.00,-1.04,-6726,26.60,1.34
H22,7345000,48,2457,1.20,44.65,9899,8.10,-1.42,-6726,27.60,1.34
H22,7350000,48,2402,2.00,46.05,9864,1.90,-1.36,-6726,28.10,1.34
H22,7355000,48,2402,9.80,48.18,9821,0.00,-1.31,-6726,27.50,1.34
H22,7360000,48,2402,6.40,46.95,9774,0.00,-0.89,-6726,27.90,1.34
H22,7365000,48,2363,20.60,48.08,9727,0.00,0.15,-6726,27.20,1.34
H22,7370000,48,2402,8.40,46.33,9701,1.40,01.04,-6726,27.70,1.34
H22,7375000,48,2402,5.30,47.14,9719,5.60,1.40,-6726,27.70,1.34
H22,7380000,48,2420,3.70,46.92,9759,2.80,1.62,-6726,27.90,1.34
H22,7385000,48,2380,9.80,47.99,9811,0.80,1.75,-6726,27.70,1.34
H22,7390000,48,2380,17.90,48.38,9874,0.00,1.34,-6726,27.00,1.34
H22,7395000,48,2457,4.90,44.27,9938,0.00,0.47,-6726,27.60,1.34
H22,7400000,48,2439,2.50,47.17,9987,1.40,-0.65,-6726,28.00,1.34
H22,7405000,48,2402,6.80,46.91,9999,0.00,-1.13,-6726,27.80,1.34
H22,7410000,48,2402,6.40,46.95,9979,0.00,-1.27,-6726,27.40,1.34
H22,7415000,48,2363,18.80,49.89,9945,0.00,-1.39,-6726,26.80,1.34
H22,7420000,48,2380,10.10,45.44,9888,0.00,-1.08,-6726,27.50,1.34
H22,7425000,48,2402,2.40,46.24,9845,0.00,-0.60,-6726,28.00,1.34
H22,7430000,48,2402,3.50,47.03,9812,0.30,0.27,-6726,27.80,1.34
H22,7435000,48,2380,10.00,47.90,9797,3.90,1.26,-6726,27.90,1.34
H22,7440000,48,2346,20.00,49.08,9819,2.40,1.72,-6726,27.00,1.34
H22,7445000,48,2420,3.30,44.32,9872,0.00,1.60,-6726,27.70,1.34
H22,7450000,48,2439,2.70,47.09,9936,0.00,1.29,-6726,27.70,1.34
H22,7455000,48,2420,5.80,46.83,9992,0.00,01.05,-6726,27.70,1.34
H22,7460000,48,2420,5.70,47.85,10049,0.00,0.41,-6726,27.80,1.34
H22,7465000,48,2363,18.40,49.82,10087,0.60,-0.72,-6726,27.40,1.34
H22,7470000,48,2420,9.40,46.22,10089,1.30,-1.39,-6726,27.70,1.34
H22,7475000,48,2402,5.20,46.97,10056,0.00,-1.33,-6726,27.60,1.34
H22,7480000,48,2402,5.60,46.76,10014,0.00,-1.32,-6726,27.80,1.34
H22,7485000,48,2380,7.40,48.75,9970,0.00,-1.03,-6726,27.90,1.34
H22,7490000,48,2328,22.40,49.80,9925,0.00,-0.21,-6726,27.20,1.34
H22,7495000,48,2420,5.40,45.26,9889,0.00,01.06,-6726,27.70,1.34
H22,7500000,48,2420,4.00,46.00,9898,2.50,1.61,-6726,27.70,1.34
H22,7505000,48,2420,7.30,47.82,9944,1.10,1.55,-6726,27.70,1.34
H22,7510000,48,2402,5.00,46.73,9998,0.30,1.57,-6726,27.80,1.34
H22,7515000,48,2346,23.00,49.72,10059,0.00,1.34,-6726,27.20,1.34
H22,7520000,48,2420,8.90,46.11,10116,0.00,0.74,-6726,27.50,1.34
H22,7525000,48,2439,4.30,46.13,10163,0.80,-0.20,-6726,27.70,1.34
H22,7530000,48,2420,4.80,45.84,10184,0.10,-1.02,-6726,28.00,1.34
H22,7535000,48,2402,9.80,47.86,10180,13.60,-1.64,-6726,27.60,1.34
H22,7540000,48,2346,25.90,50.80,10137,0.00,-1.33,-6726,27.10,1.34
H22,7545000,48,2402,7.50,44.12,10071,0.00,-0.72,-6726,27.50,1.34
H22,7550000,48,2420,4.40,44.04,10021,0.00,-0.04,-6726,27.80,1.34
H22,7555000,48,2380,5.90,47.98,9992,0.50,0.58,-6726,28.00,1.34
H22,7560000,48,2380,6.30,47.77,9983,6.50,1.35,-6726,27.80,1.34
H22,7565000,48,2363,23.50,47.89,10005,8.20,1.71,-6726,27.10,1.34
H22,7570000,48,2380,8.70,45.94,10057,0.00,1.57,-6726,27.40,1.34
H22,7575000,48,2439,4.10,47.08,10118,0.00,1.38,-6726,27.70,1.34
H22,7580000,48,2439,4.10,46.70,10172,0.00,1.27,-6726,27.80,1.34
H22,7585000,48,2420,8.70,47.78,10230,0.00,0.67,-6726,27.40,1.34
H22,7590000,48,2346,30.90,51.77,10272,1.50,-0.54,-6726,27.10,1.34
H22,7595000,48,2402,7.40,47.16,10280,0.80,-1.29,-6726,27.70,1.34
H22,7600000,48,2457,1.80,46.03,10250,0.00,-1.34,-6726,27.90,1.34
H22,7605000,48,2402,5.50,46.64,10207,0.00,-1.27,-6726,27.70,1.34
H22,7610000,48,2402,5.80,47.81,10167,0.00,-1.23,-6726,27.60,1.34
H22,7615000,48,2346,19.30,48.69,10124,0.00,-0.45,-6726,27.20,1.34
H22,7620000,48,2402,8.90,46.00,10084,0.90,0.85,-6726,27.60,1.34
H22,7625000,48,2420,2.60,46.01,10081,13.90,1.71,-6726,27.70,1.34
H22,7630000,48,2402,3.30,46.66,10126,4.50,1.64,-6726,27.90,1.34
H22,7635000,48,2380,6.20,47.72,10183,0.30,1.55,-6726,28.00,1.34
H22,7640000,48,2328,20.30,48.83,10243,0.00,1.31,-6726,27.30,1.34
H22,7645000,48,2420,4.20,45.22,10299,0.00,0.83,-6726,28.00,1.34
H22,7650000,48,2439,2.40,44.94,10342,0.00,0.13,-6726,27.80,1.34
H22,7655000,48,2420,5.00,46.73,10371,0.00,-0.91,-6726,27.70,1.34
H22,7660000,48,2402,5.90,47.70,10372,3.70,-1.62,-6726,27.80,1.34
H22,7665000,48,2346,16.00,49.65,10325,0.10,-1.47,-6726,27.50,1.34
H22,7670000,48,2402,9.30,46.01,10268,0.10,-0.89,-6726,27.60,1.34
H22,7675000,48,2402,4.20,47.04,10213,0.00,0.00,-6726,27.60,1.34
H22,7680000,48,2420,5.70,45.73,10184,0.00,0.51,-6726,28.00,1.34
H22,7685000,48,2402,8.50,47.75,10180,0.00,0.99,-6726,27.70,1.34
H22,7690000,48,2328,20.80,50.62,10193,0.00,1.59,-6726,27.20,1.34
H22,7695000,48,2402,5.70,44.03,10240,0.00,1.58,-6726,27.70,1.34
H22,7700000,48,2420,3.50,44.87,10298,0.00,1.49,-6726,27.90,1.34
H22,7705000,48,2420,5.40,46.69,10353,0.00,1.35,-6726,27.90,1.34
H22,7710000,48,2402,5.70,47.79,10419,0.50,0.56,-6726,27.90,1.34
H22,7715000,48,2380,14.00,49.63,10461,1.70,-0.56,-6726,27.10,1.34
H22,7720000,48,2420,6.50,45.99,10471,4.40,-1.33,-6726,27.70,1.34
H22,7725000,48,2439,3.80,46.94,10445,6.10,-1.46,-6726,27.90,1.34
H22,7730000,48,2402,5.10,46.57,10395,0.00,-1.10,-6726,28.00,1.34
H22,7735000,48,2380,9.50,47.60,10351,0.00,-0.95,-6726,27.70,1.34
H22,7740000,48,2328,25.40,50.61,10315,0.00,-0.54,-6726,27.40,1.34
H22,7745000,48,2420,7.40,46.19,10280,2.60,0.53,-6726,27.60,1.34
H22,7750000,48,2439,3.90,45.94,10265,15.30,1.78,-6726,27.70,1.34
H22,7755000,48,2402,6.20,47.80,10296,22.00,2.15,-6726,27.90,1.34
H22,7760000,48,2402,5.20,46.54,10365,1.30,1.53,-6726,27.80,1.34
H22,7765000,48,2346,24.10,47.61,10439,0.00,0.82,-6726,27.30,1.34
H22,7770000,48,2380,8.40,45.81,10500,0.00,0.22,-6726,27.70,1.34
H22,7775000,48,2439,3.00,46.94,10543,1.40,-0.43,-6726,27.80,1.34
H22,7780000,48,2439,3.80,46.75,10562,0.00,-0.98,-6726,27.80,1.34
H22,7785000,48,2420,7.80,47.58,10558,1.90,-1.46,-6726,27.60,1.34
H22,7790000,48,2363,27.10,49.70,10526,2.30,-1.54,-6726,27.00,1.34
H22,7795000,48,2402,7.00,43.98,10469,0.00,-1.24,-6726,27.60,1.34
H22,7800000,48,2420,5.30,43.70,10414,0.00,-0.43,-6726,27.60,1.34
H22,7805000,48,2380,5.60,47.79,10369,2.50,0.62,-6726,27.90,1.34
H22,7810000,48,2402,3.90,46.53,10362,0.00,01.05,-6726,27.80,1.34
H22,7815000,48,2363,19.70,49.59,10381,0.20,1.43,-6726,26.90,1.34
H22,7820000,48,2380,8.40,47.99,10421,0.00,1.64,-6726,27.60,1.34
H22,7825000,48,2420,3.00,44.90,10474,0.00,1.72,-6726,27.60,1.34
