msn,work_order,point_id,rail,dx_value (mm),dy_value (mm),dz_value (mm)
11823,1017487882,FR035_MR0254L_RJ_0001_NFF,254L,0.44,0.64,-1.96
11823,1017487882,FR035_MR0254R_RJ_0001_NFF,254R,0.97,-1.22,-1.84
11823,1017487882,FR035_MR0765L_SJ_0007_NFF,765L,-0.18,-1.38,-0.26
11823,1017487882,FR035_MR0765R_SJ_0007_NFF,765R,-0.27,-0.66,-0.33
11826,1017498334,FR035_MR1292L_SJ_0015_NFF,1292L,-0.02,-0.19,0.72
11826,1017498334,FR035_MR1292R_SJ_0015_NFF,1292R,0.02,-0.31,0.59
11826,1017498334,FR035_MR0254L_RJ_0001_NFF,254L,0.94,0.07,-2.38
11826,1017498334,FR035_MR0254R_RJ_0001_NFF,254R,-0.10,-0.86,-1.87
11826,1017498334,FR035_MR0765L_SJ_0007_NFF,765L,0.51,-0.03,-0.50
11826,1017498334,FR035_MR0765R_SJ_0007_NFF,765R,-0.08,-1.13,0.27
11830,1017533050,FR035_MR1292L_SJ_0015_NFF,1292L,-0.67,-0.75,1.03
11830,1017533050,FR035_MR1292R_SJ_0015_NFF,1292R,0.67,0.97,1.20
11830,1017533050,FR035_MR0254L_RJ_0001_NFF,254L,0.00,-0.84,-1.17
11830,1017533050,FR035_MR0254R_RJ_0001_NFF,254R,1.11,-2.00,-1.17
11830,1017533050,FR035_MR0765L_SJ_0007_NFF,765L,-0.60,0.75,-0.44
11830,1017533050,FR035_MR0765R_SJ_0007_NFF,765R,0.36,-1.37,0.26
11832,1017623769,FR035_MR1292L_SJ_0015_NFF,1292L,-0.23,1.45,0.58
11832,1017623769,FR035_MR1292R_SJ_0015_NFF,1292R,0.23,0.41,-0.56
11832,1017623769,FR035_MR0254L_RJ_0001_NFF,254L,0.37,0.99,-1.99
11832,1017623769,FR035_MR0254R_RJ_0001_NFF,254R,0.88,-0.50,-2.47
11832,1017623769,FR035_MR0765L_SJ_0007_NFF,765L,0.41,-0.82,-1.10
11832,1017623769,FR035_MR0765R_SJ_0007_NFF,765R,-0.37,-1.27,0.24
11835,1017997669,FR035_MR1292L_SJ_0015_NFF,1292L,-0.01,0.22,0.75
11835,1017997669,FR035_MR1292R_SJ_0015_NFF,1292R,0.01,-0.08,0.63
11835,1017997669,FR035_MR0254L_RJ_0001_NFF,254L,0.53,0.22,-2.04
11835,1017997669,FR035_MR0254R_RJ_0001_NFF,254R,0.39,-0.07,-1.58
11835,1017997669,FR035_MR0765L_SJ_0007_NFF,765L,0.53,0.22,0.36
11835,1017997669,FR035_MR0765R_SJ_0007_NFF,765R,-0.38,-1.74,-0.20
11840,1017717130,FR035_MR1292L_SJ_0015_NFF,1292L,0.18,0.49,1.68
11840,1017717130,FR035_MR1292R_SJ_0015_NFF,1292R,-0.18,-0.49,0.91
11840,1017717130,FR035_MR0254L_RJ_0001_NFF,254L,0.31,1.19,-1.01
11840,1017717130,FR035_MR0254R_RJ_0001_NFF,254R,0.17,0.05,-0.72
11840,1017717130,FR035_MR0765L_SJ_0007_NFF,765L,-0.24,-1.08,0.16
11840,1017717130,FR035_MR0765R_SJ_0007_NFF,765R,-0.11,0.75,1.40
11842,1017554604,FR035_MR1292L_SJ_0015_NFF,1292L,-0.19,0.81,-0.08
11842,1017554604,FR035_MR1292R_SJ_0015_NFF,1292R,0.39,0.56,1.42
11842,1017554604,FR035_MR0254L_RJ_0001_NFF,254L,-0.79,-0.29,-0.05
11842,1017554604,FR035_MR0254R_RJ_0001_NFF,254R,-0.45,0.32,0.46
11842,1017554604,FR035_MR0765L_SJ_0007_NFF,765L,-1.43,-1.41,-0.22
11842,1017554604,FR035_MR0765R_SJ_0007_NFF,765R,0.22,-1.74,1.11
11844,1017556032,FR035_MR1292L_SJ_0015_NFF,1292L,-0.22,0.11,1.05
11844,1017556032,FR035_MR1292R_SJ_0015_NFF,1292R,0.22,-0.83,0.26
11844,1017556032,FR035_MR0254L_RJ_0001_NFF,254L,0.71,-0.10,-0.61
11844,1017556032,FR035_MR0254R_RJ_0001_NFF,254R,0.55,0.04,-0.45
11844,1017556032,FR035_MR0765L_SJ_0007_NFF,765L,0.27,-1.41,-0.19
11844,1017556032,FR035_MR0765R_SJ_0007_NFF,765R,0.21,-1.42,0.25
11847,1017581408,FR035_MR1292L_SJ_0015_NFF,1292L,-0.18,0.18,0.66
11847,1017581408,FR035_MR1292R_SJ_0015_NFF,1292R,0.18,-1.71,-0.24
11847,1017581408,FR035_MR0254L_RJ_0001_NFF,254L,0.09,-0.32,-0.87
11847,1017581408,FR035_MR0254R_RJ_0001_NFF,254R,-0.15,-1.38,-1.26
11847,1017581408,FR035_MR0765L_SJ_0007_NFF,765L,-0.01,-0.22,-0.61
11847,1017581408,FR035_MR0765R_SJ_0007_NFF,765R,-0.45,-1.12,0.35
11849,1017594938,FR035_MR1292L_SJ_0015_NFF,1292L,-0.53,0.14,2.01
11849,1017594938,FR035_MR1292R_SJ_0015_NFF,1292R,0.83,1.31,0.52
11849,1017594938,FR035_MR0254L_RJ_0001_NFF,254L,0.49,0.42,-1.63
11849,1017594938,FR035_MR0254R_RJ_0001_NFF,254R,0.83,-0.45,-1.33
11849,1017594938,FR035_MR0765L_SJ_0007_NFF,765L,-0.08,-1.00,0.48
11849,1017594938,FR035_MR0765R_SJ_0007_NFF,765R,0.25,0.01,-0.13
11854,1017636894,FR035_MR1292L_SJ_0015_NFF,1292L,0.27,0.11,1.14
11854,1017636894,FR035_MR1292R_SJ_0015_NFF,1292R,-0.27,-0.15,0.05
11854,1017636894,FR035_MR0254L_RJ_0001_NFF,254L,1.23,1.21,-1.89
11854,1017636894,FR035_MR0254R_RJ_0001_NFF,254R,-0.49,-0.05,-2.32
11854,1017636894,FR035_MR0765L_SJ_0007_NFF,765L,0.84,0.26,-0.43
11854,1017636894,FR035_MR0765R_SJ_0007_NFF,765R,-0.73,-0.94,0.31
11855,1017687985,FR035_MR1292L_SJ_0015_NFF,1292L,0.49,0.26,1.29
11855,1017687985,FR035_MR1292R_SJ_0015_NFF,1292R,-0.49,-0.82,1.25
11855,1017687985,FR035_MR0254L_RJ_0001_NFF,254L,1.19,0.79,-1.67
11855,1017687985,FR035_MR0254R_RJ_0001_NFF,254R,-0.06,0.38,-1.89
11855,1017687985,FR035_MR0765L_SJ_0007_NFF,765L,0.28,0.98,0.06
11855,1017687985,FR035_MR0765R_SJ_0007_NFF,765R,0.04,0.51,-0.31
11862,1018026983,FR035_MR1292L_SJ_0015_NFF,1292L,-0.33,0.59,0.96
11862,1018026983,FR035_MR1292R_SJ_0015_NFF,1292R,0.33,-0.98,-0.41
11862,1018026983,FR035_MR0254L_RJ_0001_NFF,254L,0.40,1.42,-3.51
11862,1018026983,FR035_MR0254R_RJ_0001_NFF,254R,0.35,-0.22,-4.29
11862,1018026983,FR035_MR0765L_SJ_0007_NFF,765L,-0.31,0.51,-1.44
11862,1018026983,FR035_MR0765R_SJ_0007_NFF,765R,-0.19,-0.86,-1.24
11870,1017687992,FR035_MR1292L_SJ_0015_NFF,1292L,-0.20,0.25,0.48
11870,1017687992,FR035_MR1292R_SJ_0015_NFF,1292R,0.20,0.11,0.39
11870,1017687992,FR035_MR0254L_RJ_0001_NFF,254L,0.63,1.34,-2.04
11870,1017687992,FR035_MR0254R_RJ_0001_NFF,254R,0.37,-0.53,-1.14
11870,1017687992,FR035_MR0765L_SJ_0007_NFF,765L,0.08,0.22,-0.40
11870,1017687992,FR035_MR0765R_SJ_0007_NFF,765R,0.11,-1.77,0.95
11871,1017947076,FR035_MR1292L_SJ_0015_NFF,1292L,-0.31,0.24,0.78
11871,1017947076,FR035_MR1292R_SJ_0015_NFF,1292R,0.31,-0.43,0.02
11871,1017947076,FR035_MR0254L_RJ_0001_NFF,254L,0.28,0.45,-1.84
11871,1017947076,FR035_MR0254R_RJ_0001_NFF,254R,0.73,-0.36,-1.85
11871,1017947076,FR035_MR0765L_SJ_0007_NFF,765L,-0.48,0.75,-0.22
11871,1017947076,FR035_MR0765R_SJ_0007_NFF,765R,0.08,-1.15,-0.31
11876,1017479932,FR035_MR1292L_SJ_0015_NFF,1292L,-0.77,0.26,1.00
11876,1017479932,FR035_MR1292R_SJ_0015_NFF,1292R,0.77,-0.26,0.08
11876,1017479932,FR035_MR0254L_RJ_0001_NFF,254L,0.56,-1.44,-2.06
11876,1017479932,FR035_MR0254R_RJ_0001_NFF,254R,0.41,-1.17,-1.05
11876,1017479932,FR035_MR0765L_SJ_0007_NFF,765L,-0.70,-0.54,-0.09
11876,1017479932,FR035_MR0765R_SJ_0007_NFF,765R,0.42,-0.71,-0.31
11878,1017877794,FR035_MR1292L_SJ_0015_NFF,1292L,-0.32,1.42,0.78
11878,1017877794,FR035_MR1292R_SJ_0015_NFF,1292R,0.32,-2.03,0.20
11878,1017877794,FR035_MR0254L_RJ_0001_NFF,254L,0.53,0.83,-1.44
11878,1017877794,FR035_MR0254R_RJ_0001_NFF,254R,0.59,-0.06,-1.77
11878,1017877794,FR035_MR0765L_SJ_0007_NFF,765L,-0.41,-0.80,0.05
11878,1017877794,FR035_MR0765R_SJ_0007_NFF,765R,-0.78,0.26,-0.34
11885,1017805286,FR035_MR1292L_SJ_0015_NFF,1292L,-0.39,-0.46,1.06
11885,1017805286,FR035_MR1292R_SJ_0015_NFF,1292R,0.39,-0.47,0.27
11885,1017805286,FR035_MR0254L_RJ_0001_NFF,254L,0.61,-0.23,-0.75
11885,1017805286,FR035_MR0254R_RJ_0001_NFF,254R,0.31,0.38,-1.29
11885,1017805286,FR035_MR0765L_SJ_0007_NFF,765L,-0.11,-2.07,0.61
11885,1017805286,FR035_MR0765R_SJ_0007_NFF,765R,0.19,-0.85,-0.77
11889,1017818520,FR035_MR1292L_SJ_0015_NFF,1292L,0.42,0.67,-0.68
11889,1017818520,FR035_MR1292R_SJ_0015_NFF,1292R,-0.42,-1.49,0.74
11889,1017818520,FR035_MR0254L_RJ_0001_NFF,254L,1.24,0.83,-2.63
11889,1017818520,FR035_MR0254R_RJ_0001_NFF,254R,0.73,0.25,-1.95
11889,1017818520,FR035_MR0765L_SJ_0007_NFF,765L,0.80,-1.97,-1.73
11889,1017818520,FR035_MR0765R_SJ_0007_NFF,765R,0.14,-1.30,-1.45
11893,1017834498,FR035_MR1292L_SJ_0015_NFF,1292L,0.48,0.47,0.47
11893,1017834498,FR035_MR1292R_SJ_0015_NFF,1292R,-0.48,0.18,0.34
11893,1017834498,FR035_MR0254L_RJ_0001_NFF,254L,0.73,1.25,-2.30
11893,1017834498,FR035_MR0254R_RJ_0001_NFF,254R,0.07,0.00,-2.52
11893,1017834498,FR035_MR0765L_SJ_0007_NFF,765L,0.86,0.25,-0.13
11893,1017834498,FR035_MR0765R_SJ_0007_NFF,765R,-1.03,-1.37,-0.76
11896,1017845040,FR035_MR1292L_SJ_0015_NFF,1292L,-0.55,0.44,1.21
11896,1017845040,FR035_MR1292R_SJ_0015_NFF,1292R,0.55,0.20,-0.14
11896,1017845040,FR035_MR0254L_RJ_0001_NFF,254L,0.82,0.45,-0.82
11896,1017845040,FR035_MR0254R_RJ_0001_NFF,254R,0.96,-1.29,-1.55
11896,1017845040,FR035_MR0765L_SJ_0007_NFF,765L,-0.08,-0.81,0.07
11896,1017845040,FR035_MR0765R_SJ_0007_NFF,765R,-0.04,-1.64,0.00
11904,1017866337,FR035_MR1292L_SJ_0015_NFF,1292L,-0.17,0.52,0.99
11904,1017866337,FR035_MR1292R_SJ_0015_NFF,1292R,0.17,0.01,-0.08
11904,1017866337,FR035_MR0254L_RJ_0001_NFF,254L,0.90,1.17,-1.04
11904,1017866337,FR035_MR0254R_RJ_0001_NFF,254R,0.57,0.11,-1.09
11904,1017866337,FR035_MR0765L_SJ_0007_NFF,765L,0.10,0.84,0.16
11904,1017866337,FR035_MR0765R_SJ_0007_NFF,765R,0.12,-0.53,-0.12
11907,1017761444,FR035_MR1292L_SJ_0015_NFF,1292L,-0.12,0.07,0.26
11907,1017761444,FR035_MR1292R_SJ_0015_NFF,1292R,0.12,0.34,0.30
11907,1017761444,FR035_MR0254L_RJ_0001_NFF,254L,0.62,1.41,-1.83
11907,1017761444,FR035_MR0254R_RJ_0001_NFF,254R,0.99,1.38,-1.76
11907,1017761444,FR035_MR0765L_SJ_0007_NFF,765L,-0.12,2.19,0.39
11907,1017761444,FR035_MR0765R_SJ_0007_NFF,765R,-0.10,-0.12,-0.68
11911,1017882847,FR035_MR1292L_SJ_0015_NFF,1292L,0.59,1.15,-0.55
11911,1017882847,FR035_MR1292R_SJ_0015_NFF,1292R,-0.59,-0.72,0.70
11911,1017882847,FR035_MR0254L_RJ_0001_NFF,254L,0.92,1.19,-0.52
11911,1017882847,FR035_MR0254R_RJ_0001_NFF,254R,0.57,0.34,-0.53
11911,1017882847,FR035_MR0765L_SJ_0007_NFF,765L,1.29,0.73,-0.04
11911,1017882847,FR035_MR0765R_SJ_0007_NFF,765R,-1.09,-0.35,0.89
11914,1017751239,FR035_MR1292L_SJ_0015_NFF,1292L,-0.37,0.50,1.05
11914,1017751239,FR035_MR1292R_SJ_0015_NFF,1292R,0.37,-0.61,0.79
11914,1017751239,FR035_MR0254L_RJ_0001_NFF,254L,-0.22,0.51,-1.21
11914,1017751239,FR035_MR0254R_RJ_0001_NFF,254R,1.46,-1.06,-1.57
11914,1017751239,FR035_MR0765L_SJ_0007_NFF,765L,-0.27,0.03,0.03
11914,1017751239,FR035_MR0765R_SJ_0007_NFF,765R,-0.40,-1.10,0.70
11918,1017682012,FR035_MR1292L_SJ_0015_NFF,1292L,-0.30,0.29,0.69
11918,1017682012,FR035_MR1292R_SJ_0015_NFF,1292R,0.30,-1.37,0.01
11918,1017682012,FR035_MR0254L_RJ_0001_NFF,254L,0.12,1.45,-1.58
11918,1017682012,FR035_MR0254R_RJ_0001_NFF,254R,0.59,-0.94,-1.70
11918,1017682012,FR035_MR0765L_SJ_0007_NFF,765L,-0.25,1.14,-0.90
11918,1017682012,FR035_MR0765R_SJ_0007_NFF,765R,-0.52,-1.11,0.68
11920,1017926958,FR035_MR1292L_SJ_0015_NFF,1292L,-0.44,0.31,0.45
11920,1017926958,FR035_MR1292R_SJ_0015_NFF,1292R,0.44,-0.38,0.35
11920,1017926958,FR035_MR0254L_RJ_0001_NFF,254L,0.78,-0.35,-1.27
11920,1017926958,FR035_MR0254R_RJ_0001_NFF,254R,0.70,-0.60,-1.01
11920,1017926958,FR035_MR0765L_SJ_0007_NFF,765L,0.10,-1.18,-1.09
11920,1017926958,FR035_MR0765R_SJ_0007_NFF,765R,0.31,-2.44,0.62
11923,1017913051,FR035_MR1292L_SJ_0015_NFF,1292L,0.02,0.73,0.69
11923,1017913051,FR035_MR1292R_SJ_0015_NFF,1292R,-0.02,-0.89,0.96
11923,1017913051,FR035_MR0254L_RJ_0001_NFF,254L,1.01,0.58,-2.37
11923,1017913051,FR035_MR0254R_RJ_0001_NFF,254R,0.43,-1.53,-2.60
11923,1017913051,FR035_MR0765L_SJ_0007_NFF,765L,0.31,-0.18,-0.12
11923,1017913051,FR035_MR0765R_SJ_0007_NFF,765R,-0.63,-0.62,-0.22
11927,1017950121,FR035_MR1292L_SJ_0015_NFF,1292L,-0.25,-0.15,0.51
11927,1017950121,FR035_MR1292R_SJ_0015_NFF,1292R,0.25,-0.92,0.29
11927,1017950121,FR035_MR0254L_RJ_0001_NFF,254L,0.38,-0.37,-1.57
11927,1017950121,FR035_MR0254R_RJ_0001_NFF,254R,-0.43,-0.49,-1.46
11927,1017950121,FR035_MR0765L_SJ_0007_NFF,765L,-0.46,-0.62,0.05
11927,1017950121,FR035_MR0765R_SJ_0007_NFF,765R,-0.04,-0.05,-0.08
11930,1017962939,FR035_MR1292L_SJ_0015_NFF,1292L,0.20,1.56,0.37
11930,1017962939,FR035_MR1292R_SJ_0015_NFF,1292R,-0.20,-0.87,1.01
11930,1017962939,FR035_MR0254L_RJ_0001_NFF,254L,0.88,2.39,-2.56
11930,1017962939,FR035_MR0254R_RJ_0001_NFF,254R,0.78,0.34,-2.36
11930,1017962939,FR035_MR0765L_SJ_0007_NFF,765L,0.76,2.02,-0.57
11930,1017962939,FR035_MR0765R_SJ_0007_NFF,765R,0.44,-0.15,-0.91
11933,1017974890,FR035_MR1292L_SJ_0015_NFF,1292L,-0.39,0.19,0.56
11933,1017974890,FR035_MR1292R_SJ_0015_NFF,1292R,0.39,-1.53,-0.11
11933,1017974890,FR035_MR0254L_RJ_0001_NFF,254L,0.14,2.06,-2.51
11933,1017974890,FR035_MR0254R_RJ_0001_NFF,254R,0.86,-0.06,-2.25
11933,1017974890,FR035_MR0765L_SJ_0007_NFF,765L,0.12,-0.86,-0.18
11933,1017974890,FR035_MR0765R_SJ_0007_NFF,765R,-0.06,-0.91,-0.41
11936,1017989819,FR035_MR1292L_SJ_0015_NFF,1292L,-0.70,1.34,0.92
11936,1017989819,FR035_MR1292R_SJ_0015_NFF,1292R,0.70,-1.97,0.41
11936,1017989819,FR035_MR0254L_RJ_0001_NFF,254L,0.31,1.46,-2.19
11936,1017989819,FR035_MR0254R_RJ_0001_NFF,254R,-0.01,0.65,-2.20
11936,1017989819,FR035_MR0765L_SJ_0007_NFF,765L,-0.67,-0.22,-0.24
11936,1017989819,FR035_MR0765R_SJ_0007_NFF,765R,-0.14,-0.24,0.14
11940,1018026989,FR035_MR1292L_SJ_0015_NFF,1292L,-0.30,0.20,0.73
11940,1018026989,FR035_MR1292R_SJ_0015_NFF,1292R,0.30,-1.38,0.34
11940,1018026989,FR035_MR0254L_RJ_0001_NFF,254L,0.79,1.17,-2.60
11940,1018026989,FR035_MR0254R_RJ_0001_NFF,254R,1.16,-0.06,-2.65
11940,1018026989,FR035_MR0765L_SJ_0007_NFF,765L,0.55,0.48,-1.37
11940,1018026989,FR035_MR0765R_SJ_0007_NFF,765R,-0.46,-0.49,-0.59
11945,1018042262,FR035_MR1292L_SJ_0015_NFF,1292L,-0.35,0.78,0.61
11945,1018042262,FR035_MR1292R_SJ_0015_NFF,1292R,0.35,-1.13,0.19
11945,1018042262,FR035_MR0254L_RJ_0001_NFF,254L,0.08,0.63,-1.71
11945,1018042262,FR035_MR0254R_RJ_0001_NFF,254R,0.80,0.88,-1.77
11945,1018042262,FR035_MR0765L_SJ_0007_NFF,765L,-1.03,0.32,-0.67
11945,1018042262,FR035_MR0765R_SJ_0007_NFF,765R,-0.20,0.05,0.15
